Sr_No,Hospital_Name,State,District,Pincode,Ambulance_Phone_No,State_ID,District_ID
1764,Sanjivani Hospital,Bihar,Darbhanga,846004,112,10,215
1765,Shyama Surgical Sansthan,Bihar,Darbhanga,846004,112,10,215
1766,Sri Ramjanki Arogya Niketan,Bihar,Darbhanga,846004,112,10,215
1767,Vidyshree Charitable Society,Bihar,Darbhanga,846004,112,10,215
1768,B. Smedical Centre,Bihar,Darbhanga,847201,112,10,215
1769,Singh Surgical Hospital,Bihar,Darbhanga,847203,112,10,215
1770,Maa Bhawani Nursing Home,Bihar,Darbhanga,847424,112,10,215
1771,Swasthya Kendra Khairwa,Bihar,East Champaran,845302,112,10,203
1772,Aditya Arogya Sansthan,Bihar,East Champaran,845305,112,10,203
1773,The Duncan Hospital,Bihar,East Champaran,845305,112,10,203
1774,Sekhauna Swasthya Kendra,Bihar,East Champaran,845315,112,10,203
1775,Aastha Nursing Home and Maternity Centre,Bihar,East Champaran,845401,112,10,203
1776,Amar Clinic And Diabetic Care Centre,Bihar,East Champaran,845401,112,10,203
1777,Astha Nursing Home,Bihar,East Champaran,845401,112,10,203
1778,Banarsidas Chandiwala Eye Hospital,Bihar,East Champaran,845401,112,10,203
1779,Bhawani Nursing Home,Bihar,East Champaran,845401,112,10,203
1780,Chandana Surgicare,Bihar,East Champaran,845401,112,10,203
1781,Dr. A. Rahmans Hospital,Bihar,East Champaran,845401,112,10,203
1782,Hospito Care,Bihar,East Champaran,845401,112,10,203
1783,Jai Shree Swasthya Kendra,Bihar,East Champaran,845401,112,10,203
1784,Jeevan Deep Nursing Home,Bihar,East Champaran,845401,112,10,203
1785,M.J. Heart Hospital,Bihar,East Champaran,845401,112,10,203
1786,Maa Nursing Home,Bihar,East Champaran,845401,112,10,203
1787,Maa Seva Sadan and Prasuti Kendra,Bihar,East Champaran,845401,112,10,203
1788,Madan Raj Nursing Home,Bihar,East Champaran,845401,112,10,203
1789,Madhuri Nursing Home,Bihar,East Champaran,845401,112,10,203
1790,Maharaja Nursing Home,Bihar,East Champaran,845401,112,10,203
1791,Motihari Medical Center,Bihar,East Champaran,845401,112,10,203
1792,Om Sai Nursing Home,Bihar,East Champaran,845401,112,10,203
1793,Rajpali Nursing Home,Bihar,East Champaran,845401,112,10,203
1794,Shamima Health Center,Bihar,East Champaran,845401,112,10,203
1795,Sharan Nursing Home,Bihar,East Champaran,845401,112,10,203
1796,Shreyaskar Hospital,Bihar,East Champaran,845401,112,10,203
1797,Surgicare,Bihar,East Champaran,845401,112,10,203
1798,Susrut Shalya Chikitsha Kendra,Bihar,East Champaran,845401,112,10,203
1799,Vatsalya Nursing Home,Bihar,East Champaran,845401,112,10,203
1800,Yogendra Giri Sewa Ashram,Bihar,East Champaran,845401,112,10,203
1801,Osho Healing Space,Bihar,East Champaran,845412,112,10,203
1802,Referral Hospital,Bihar,East Champaran,845412,112,10,203
1803,Chapra Endoscopy Academy And Centre For Minimally,Bihar,East Champaran,845414,112,10,203
1804,Chandralekha Health Care,Bihar,East Champaran,845418,112,10,203
1805,Matra Chaya,Bihar,East Champaran,845418,112,10,203
1806,Sundaram Hospital,Bihar,East Champaran,845420,112,10,203
1807,Jagannath Seva Sansthan(Medical Help Centre Ngo),Bihar,East Champaran,845423,112,10,203
1808,Sumitra Health Centre,Bihar,East Champaran,845424,112,10,203
1809,Yuvraj Hospital,Bihar,East Champaran,845424,112,10,203
1810,Shri Ganesh Seva Sadan,Bihar,East Champaran,845428,112,10,203
1811,Ajeet Nursing Home,Bihar,East Champaran,845437,112,10,203
1812,Sapna Nursing Home,Bihar,East Champaran,845437,112,10,203
1813,Vaishanavi Hospital,Bihar,East Champaran,845457,112,10,203
1814,Sehat Seva Kendra,Bihar,East Champaran,845458,112,10,203
1815,A N Magadh Medical College and Hospital,Bihar,Gaya,823001,112,10,0
1816,Maa Bhawani Seva Sadan,Bihar,Gaya,805109,112,10,236
1817,Matri Sadan Nursing Home,Bihar,Nawada,805109,112,10,236
1818,Subham Nursing Home,Bihar,Gaya,805131,112,10,236
1819,Abhineet N H and Research Centre,Bihar,Gaya,823001,112,10,236
1820,Advanced Eye Care Centre,Bihar,Gaya,823001,112,10,236
1821,Agrawal Surgicalclinic and Hospital,Bihar,Gaya,823001,112,10,236
1822,Al-Zahir Navjeevan Hospital and Reasearch Center,Bihar,Gaya,823001,112,10,236
1823,Dr Prashant Nandkeolyar Nursing Home,Bihar,Gaya,823001,112,10,236
1824,Dr Vinod Kumar Singh,Bihar,Gaya,823001,112,10,236
1825,Dr. Asha Singhs Nursing Home,Bihar,Gaya,823001,112,10,236
1826,Gautam Patho Lab,Bihar,Gaya,823001,112,10,236
1827,Get - Well Hospital and Research Centre,Bihar,Gaya,823001,112,10,236
1828,Haddy Hospital and Art Center,Bihar,Gaya,823001,112,10,236
1829,Health Touch Hospital,Bihar,Gaya,823001,112,10,236
1830,Jeevan Rekha Dia and Nursing Home,Bihar,Gaya,823001,112,10,236
1831,Jindal Hospital and Endosurgery Center,Bihar,Gaya,823001,112,10,236
1832,Kaushalya Nursing Home,Bihar,Gaya,823001,112,10,236
1833,Mateshwari Nursing Home,Bihar,Gaya,823001,112,10,236
1834,Nav Jeewan Nursing Home,Bihar,Gaya,823001,112,10,236
1835,Ortho Center,Bihar,Gaya,823001,112,10,236
1836,Satyam Nursing Home,Bihar,Nawada,823001,112,10,236
1837,Asha Nursing Home,Bihar,Gaya,823004,112,10,236
1838,Ashirbad Nursing Home,Bihar,Gaya,823004,112,10,236
1839,Radhika Sewa Sadan,Bihar,Gaya,823004,112,10,236
1840,Sanjevani Nursing Home,Bihar,Gaya,823004,112,10,236
1841,Sri Krishna Nursing Home and Maternity Center,Bihar,Gaya,823004,112,10,236
1842,Satyam Hospital,Bihar,Gaya,824201,112,10,236
1843,Hind Nursing Home and Anusandhan Kendra.,Bihar,Gaya,824206,112,10,236
1844,Dr. Jagdish Prasad Memorial Hospital.,Bihar,Gaya,824210,112,10,236
1845,Rog Nidan Charitable Hospital,Bihar,Gaya,824210,112,10,236
1846,Dr. Kundu Poly Clinic,Bihar,Gaya,824211,112,10,236
1847,Nidaan Kendra,Bihar,Gaya,824211,112,10,236
1848,Rishav Nursing Home,Bihar,Gaya,824211,112,10,236
1849,Ashutosh Nursing Home,Bihar,Gaya,824231,112,10,236
1850,Bharat Nursing Home.,Bihar,Gaya,824231,112,10,236
1851,Buddha Nursing Home.,Bihar,Gaya,824231,112,10,236
1852,Maa Mangla Sewa Sadan,Bihar,Gaya,824231,112,10,236
1853,Maa Shaarde Sewa Sadan,Bihar,Gaya,824231,112,10,236
1854,Prajapati Sewa Ashram,Bihar,Gaya,824231,112,10,236
1855,Raj Kamal Nursing Home.,Bihar,Gaya,824231,112,10,236
1856,Surgical Nursing Home and Maternity Center.,Bihar,Gaya,824231,112,10,236
1857,Gayatri Sewa Sadan,Bihar,Gaya,824233,112,10,236
1858,Tekari Nursing Home,Bihar,Gaya,824236,112,10,236
1859,Maharani Jagroshna Devi Hospital and Maternity Home,Bihar,Gopalganj,841426,112,10,217
1860,Biprasi Hospital,Bihar,Gopalganj,841428,112,10,217
1861,Dr. Subhash Chandra Gupta,Bihar,Gopalganj,841428,112,10,217
1862,Jagdamba Nursing Home,Bihar,Gopalganj,841428,112,10,217
1863,Medical Institute and Hospital (Dr. M. Kumar),Bihar,Gopalganj,841428,112,10,217
1864,Nayan Sukh Netralay,Bihar,Gopalganj,841428,112,10,217
1865,Saurav Hospital,Bihar,Gopalganj,841428,112,10,217
1866,Surgi Uro Centre,Bihar,Gopalganj,841428,112,10,217
1867,Upkar Seva Sadan,Bihar,Gopalganj,841428,112,10,217
1868,Alam Hospital,Bihar,Gopalganj,841438,112,10,217
1869,Sanjivani Hospital,Bihar,Gopalganj,841438,112,10,217
1870,Aditya Seva Sadan,Bihar,Jamui,811307,112,10,238
1871,Deo Pushpa Computerised Orthopedic And Maternity C,Bihar,Jamui,811307,112,10,238
1872,Dr Amit Anand-Hospital,Bihar,Jamui,811307,112,10,238
1873,Dr Pankaj Kumar,Bihar,Jamui,811307,112,10,238
1874,Dr Rajesh Kumar,Bihar,Jamui,811307,112,10,238
1875,Dr. Manju (Chauhan) Kumari,Bihar,Jamui,811307,112,10,238
1876,Godawari Clinic,Bihar,Jamui,811307,112,10,238
1877,Hi-Tech Clinic,Bihar,Jamui,811307,112,10,238
1878,Maa Jagdamba Clinic,Bihar,Jamui,811307,112,10,238
1879,Swami Vivekanand Hospital,Bihar,Jamui,811307,112,10,238
1880,Anamika Memorial Hospital,Bihar,Jehanabad,804408,112,10,239
1881,Hussain Nursing Home,Bihar,Jehanabad,804408,112,10,239
1882,Jeevandeep Nursing Home and Maternity Centre,Bihar,Jehanabad,804408,112,10,239
1883,Neha Nursing Home,Bihar,Jehanabad,804408,112,10,239
1884,Sushila Nursing Home,Bihar,Jehanabad,804408,112,10,239
1885,Swasdhya and Parivar Kalyan Vibhag Hospital,Bihar,Jehanabad,804408,112,10,239
1886,Referal Hospital Makhdumpur,Bihar,Jehanabad,804422,112,10,239
1887,Raj Public Welfare Hospital,Bihar,Jehanabad,804427,112,10,239
1888,Gandhi Kusth Nivaran Pratisthan,Bihar,Kaimur (Bhabua),821101,112,10,233
1889,Ranjan Hospital,Bihar,Kaimur (Bhabua),821101,112,10,233
1890,Srijan Hospital,Bihar,Kaimur (Bhabua),821101,112,10,233
1891,Prakash Hospital,Bihar,Kaimur (Bhabua),821105,112,10,233
1892,Dr.Awinash Clinic,Bihar,Kaimur (Bhabua),821109,112,10,233
1893,Dr.Bhrigunath Singh Memorial Hospital,Bihar,Kaimur (Bhabua),821109,112,10,233
1894,Dr.Parashnath Hospital,Bihar,Kaimur (Bhabua),821109,112,10,233
1895,Mansarover Hospital,Bihar,Kaimur (Bhabua),821109,112,10,233
1896,Sanjeevani Hospital,Bihar,Kaimur (Bhabua),821109,112,10,233
1897,Apolo Charitable Hospital,Bihar,Kaimur (Bhabua),821110,112,10,233
1898,Kushi Health Care Centre,Bihar,Kaimur (Bhabua),821110,112,10,233
1899,Maa Shardha Child and Adult Health Care Centre,Bihar,Kaimur (Bhabua),821110,112,10,233
1900,Pooja Nursing Home,Bihar,Kaimur (Bhabua),821110,112,10,233
1901,S.B.Nursing Home,Bihar,Kaimur (Bhabua),821110,112,10,233
1902,Ujjwal Nursing Home,Bihar,Kaimur (Bhabua),821110,112,10,233
1903,Onyx Dental And Implant Center,Bihar,Katihar,854101,112,10,212
1904,Sanjeewini Nursing Home,Bihar,Katihar,854101,112,10,212
1905,Satyabhama Netralaya,Bihar,Katihar,854104,112,10,212
1906,Advanced Bone Center,Bihar,Katihar,854105,112,10,212
1907,Biswas Health Clinic,Bihar,Katihar,854105,112,10,212
1908,Chaturbhuj Surgicare,Bihar,Katihar,854105,112,10,212
1909,Devesh Nursing Home,Bihar,Katihar,854105,112,10,212
1910,Dr Arif Clinic,Bihar,Katihar,854105,112,10,212
1911,Dr. M M Haque Nursing Home,Bihar,Katihar,854105,112,10,212
1912,Godawari Dinanath Matri Evam Shishu Kalyan Niketan,Bihar,Katihar,854105,112,10,212
1913,Jannakshya Nursing Home,Bihar,Katihar,854105,112,10,212
1914,K K Matri Seva Sadan,Bihar,Katihar,854105,112,10,212
1915,Katihar Seva Sadan,Bihar,Katihar,854105,112,10,212
1916,Lodi Health Clinic,Bihar,Katihar,854105,112,10,212
1917,Manish Nursing Home,Bihar,Katihar,854105,112,10,212
1918,Minat Nursing Home,Bihar,Katihar,854105,112,10,212
1919,Nidaan Hospital,Bihar,Katihar,854105,112,10,212
1920,Nirog Nursing Home,Bihar,Katihar,854105,112,10,212
1921,Patna Hospital,Bihar,Katihar,854105,112,10,212
1922,Popular Sewa Sadan,Bihar,Katihar,854105,112,10,212
1923,Shamim Nursing Home,Bihar,Katihar,854105,112,10,212
1924,Sharan Clinic,Bihar,Katihar,854105,112,10,212
1925,Sheefa Health Clinic,Bihar,Katihar,854105,112,10,212
1926,Sub Div Hospital Manihari,Bihar,Katihar,854105,112,10,212
1927,Y F A Hospital and Research Centre,Bihar,Katihar,854105,112,10,212
1928,Foundation Life For All,Bihar,Katihar,854115,112,10,212
1929,Rubeda Nursing Home,Bihar,Katihar,855114,112,10,212
1930,Shaheed Prabhu Narayan Multispeciality Hospital,Bihar,Khagaria,851205,112,10,223
1931,Swastim Hospital And Stone Clinic,Bihar,Khagaria,851205,112,10,223
1932,Mgm Medical College,Bihar,Kishanganj,855106,112,10,210
1933,Divya Haddi Aur Daat Hosp,Bihar,Purnia,855107,112,10,210
1934,Haider Nursing Home,Bihar,Kishanganj,855107,112,10,210
1935,Jai Tulsi Nursing Home,Bihar,Kishanganj,855107,112,10,210
1936,K.B Nursing Home,Bihar,Kishanganj,855107,112,10,210
1937,Kanchanlata Nursing Home,Bihar,Kishanganj,855107,112,10,210
1938,Khwaja Garib Nawaz,Bihar,Kishanganj,855107,112,10,210
1939,Life Care Nursing Home,Bihar,Kishanganj,855107,112,10,210
1940,Maa Janaki Nursing Home,Bihar,Kishanganj,855107,112,10,210
1941,Madhab Surgical and Maternity Clinic,Bihar,Kishanganj,855107,112,10,210
1942,N B Nursing Home,Bihar,Kishanganj,855107,112,10,210
1943,Rabia Nursing Home,Bihar,Kishanganj,855107,112,10,210
1944,Shaukat Nursing Home,Bihar,Kishanganj,855107,112,10,210
1945,Smile Dental Clinic,Bihar,Kishanganj,855107,112,10,210
1946,Z.A.Nursing Home,Bihar,Kishanganj,855107,112,10,210
1947,Ab Nursing Home,Bihar,Kishanganj,855108,112,10,210
1948,Bhairon Bhakt Raghunath Rai Netralaya,Bihar,Kishanganj,855108,112,10,210
1949,Hussain Memorial Nursing Home,Bihar,Kishanganj,855108,112,10,210
1950,Chitranjan Sevasadan General,Bihar,Lakhisarai,811311,112,10,227
1951,Dr Chandra Mohan Prasad,Bihar,Lakhisarai,811311,112,10,227
1952,Dr Naresh Mandal,Bihar,Lakhisarai,811311,112,10,227
1953,Dr Ramanuj,Bihar,Lakhisarai,811311,112,10,227
1954,Maa Tara Haddi Avam Nas Jod Hospital,Bihar,Lakhisarai,811311,112,10,227
1955,Muskan Nursing Home,Bihar,Lakhisarai,811311,112,10,227
1956,Netralok Hospital,Bihar,Lakhisarai,811311,112,10,227
1957,S S Hospital,Bihar,Lakhisarai,811311,112,10,227
1958,Shiv Shakti Seva Sadan,Bihar,Lakhisarai,811311,112,10,227
1959,Shree Krishna Sewa Sadan,Bihar,Lakhisarai,811311,112,10,227
1960,Shri Ashokdham General And Surgical Hospital,Bihar,Lakhisarai,811311,112,10,227
1961,Aditya Arogya Sansthan,Bihar,Madhepura,852113,112,10,213
1962,Care Nursing Home,Bihar,Madhepura,852113,112,10,213
1963,Druvit Hospital,Bihar,Madhepura,852113,112,10,213
1964,Madhipura Christian Hospital Society,Bihar,Madhepura,852113,112,10,213
1965,Pradhi Yadav Hospital,Bihar,Madhepura,852113,112,10,213
1966,Pragyan Nursing Home,Bihar,Madhepura,852113,112,10,213
1967,Satish Memorial Hospital And Research Center,Bihar,Madhepura,852113,112,10,213
1968,Vinit Nursing Home,Bihar,Madhepura,852113,112,10,213
1969,Vrindavan Nursing Home,Bihar,Madhepura,852113,112,10,213
1970,Ramkrishana Hospital and Medical Research Centre-Madhepura,Bihar,Madhepura,852122,112,10,213
1971,Dr.D K Gupta,Bihar,Supaul,852218,112,10,213
1972,Heart Hospital,Bihar,Madhubani,847211,112,10,207
1973,Heritage Hospital and S N R L Trauma and Orthopedic R,Bihar,Madhubani,847211,112,10,207
1974,Jeeva Deep Charitable Trust,Bihar,Madhubani,847211,112,10,207
1975,Golu and Lucky Medicare Home,Bihar,Madhubani,847212,112,10,207
1976,Astha Hospital,Bihar,Madhubani,847223,112,10,207
1977,Balajee Hospital,Bihar,Madhubani,847223,112,10,207
1978,Sardaun Memorial Arogya Clinic,Bihar,Madhubani,847225,112,10,207
1979,Dr. Uma Kant Jha,Bihar,Madhubani,847226,112,10,207
1980,Dr. Ak Singh Clinic,Bihar,Madhubani,847227,112,10,207
1981,Siddhi Saakshi Swasthya Sewa Sadan,Bihar,Madhubani,847235,112,10,207
1982,Veena Diagnostic and Research Hopsital,Bihar,Madhubani,847235,112,10,207
1983,Z K Memorial Hospital,Bihar,Madhubani,847235,112,10,207
1984,Dinesh Nursing Home,Bihar,Madhubani,847239,112,10,207
1985,Haider Hospital and Reasearch Center,Bihar,Madhubani,847239,112,10,207
1986,Jeevan Jyoti Nursing Home,Bihar,Madhubani,847239,112,10,207
1987,Mithilanchal Nursing Home,Bihar,Madhubani,847239,112,10,207
1988,Nayan Jyoti Netralaya,Bihar,Madhubani,847239,112,10,207
1989,Surgical Clinic,Bihar,Madhubani,847239,112,10,207
1990,"Sub-Divisional Hospital, Jhanjharpur (Madhubani)",Bihar,Madhubani,847404,112,10,207
1991,Arpan Ortho Hospital,Bihar,Munger,811201,112,10,226
1992,Bhagwan Gautam Buddha Hospital,Bihar,Munger,811201,112,10,226
1993,Dr. J. K. Barma Memorial Medicare and Reaserch Centre,Bihar,Munger,811201,112,10,226
1994,Gomati Goenka Matri Sadan,Bihar,Munger,811201,112,10,226
1995,Jeevan Avtar Hospital,Bihar,Munger,811201,112,10,226
1996,Jeevan-Jyoti Medical and Research Center-Munger,Bihar,Munger,811201,112,10,226
1997,Life Line Nursing Home,Bihar,Khagaria,811201,112,10,226
1998,Manju Poly Clinic,Bihar,Khagaria,811201,112,10,226
1999,Modern Eye Centre,Bihar,Munger,811201,112,10,226
2000,Munger Surgery,Bihar,Munger,811201,112,10,226
2001,Nivedita Suirgicle Care and Research Centre,Bihar,Munger,811201,112,10,226
2002,Om Hospital,Bihar,Khagaria,811201,112,10,226
2003,Pushkal Medicare and Research Centre,Bihar,Munger,811201,112,10,226
2004,Raj Hospital And Research Centre,Bihar,Khagaria,811201,112,10,226
2005,Raj Kumari Nursing Home,Bihar,Khagaria,811201,112,10,226
2006,Raksha Deep Ortho Research Centre,Bihar,Munger,811201,112,10,226
2007,Sahay Nursing Home,Bihar,Munger,811201,112,10,226
2008,Samarpan Hospital And Research Centre,Bihar,Munger,811201,112,10,226
2009,Sevayan Medical And Research Centre - Munger,Bihar,Munger,811201,112,10,226
2010,Surims and Hospital,Bihar,Munger,811201,112,10,226
2011,Urmila Nursing Home,Bihar,Khagaria,811201,112,10,226
2012,Sri Krishna Memorial College and Hospital,Bihar,Muzaffarpur,842004,112,10,0
2013,Apollo Maternity,Bihar,Muzaffarpur,842001,112,10,216
2014,Ayushman Nursing Home,Bihar,Muzaffarpur,842001,112,10,216
2015,B.M.Thakur Clinic,Bihar,Muzaffarpur,842001,112,10,216
2016,Bhawani Hospital,Bihar,Muzaffarpur,842001,112,10,216
2017,Dr. Brajesh Kumar Ortho and Trauma Care,Bihar,Muzaffarpur,842001,112,10,216
2018,Help Clinic,Bihar,Muzaffarpur,842001,112,10,216
2019,Indra Sewa Sadan,Bihar,Muzaffarpur,842001,112,10,216
2020,Jivan Deep Clinic,Bihar,Muzaffarpur,842001,112,10,216
2021,Kailash Nursing Home,Bihar,Muzaffarpur,842001,112,10,216
2022,Krishnadevi Deviprasad Kejriwal Maternity Hospital,Bihar,Muzaffarpur,842001,112,10,216
2023,Maa Janki Hospital and Research Center Pvt Ltd,Bihar,Muzaffarpur,842001,112,10,216
2024,Mishra Hospital,Bihar,Muzaffarpur,842001,112,10,216
2025,Modern Nurshing Home,Bihar,Muzaffarpur,842001,112,10,216
2026,Muzaffarpur Heart Hospital and Research Centre Pvt. Ltd.,Bihar,Muzaffarpur,842001,112,10,216
2027,Netralaya,Bihar,Muzaffarpur,842001,112,10,216
2028,Om Nursing Home and Maternity Centre,Bihar,Muzaffarpur,842001,112,10,216
2029,Parijat Nursing Home,Bihar,Muzaffarpur,842001,112,10,216
2030,Pragya Sewa Sansthan,Bihar,Muzaffarpur,842001,112,10,216
2031,Prashant Memorial Charitable Hospital,Bihar,Muzaffarpur,842001,112,10,216
2032,R N M Hospital,Bihar,Muzaffarpur,842001,112,10,216
2033,R.P.M.C.Hospital,Bihar,Muzaffarpur,842001,112,10,216
2034,Sadar Hospital Muzaffarpur.(Bihar),Bihar,Muzaffarpur,842001,112,10,216
2035,Sanjeevani Clinic and Nursing Home,Bihar,Muzaffarpur,842001,112,10,216
2036,Shahjahan Memorial Hospital,Bihar,Muzaffarpur,842001,112,10,216
2037,Sight Care,Bihar,Muzaffarpur,842001,112,10,216
2038,Standard Diagnostics,Bihar,Muzaffarpur,842001,112,10,216
2039,Aseem Healthcare and Trauma Centre,Bihar,Muzaffarpur,842002,112,10,216
2040,Ayush Hospital,Bihar,Muzaffarpur,842002,112,10,216
2041,Healthy Home,Bihar,Muzaffarpur,842002,112,10,216
2042,Leelawati Hospital,Bihar,Muzaffarpur,842002,112,10,216
2043,Maa Tara Sewa Sadan,Bihar,Muzaffarpur,842002,112,10,216
2044,Roy Nursing Home and Maternity Centre,Bihar,Muzaffarpur,842002,112,10,216
2045,Amal Nursing Home,Bihar,Muzaffarpur,842003,112,10,216
2046,Bathua Nursing Home,Bihar,Muzaffarpur,842003,112,10,216
2047,Care Nursing Home,Bihar,Muzaffarpur,842003,112,10,216
2048,Dr. R.N. Thakur Memorial Clinic,Bihar,Muzaffarpur,842003,112,10,216
2049,Shri Krishna Medical College And Hospital,Bihar,Muzaffarpur,842004,112,10,216
2050,Jeevan Rekha Arogya Sansthn,Bihar,Muzaffarpur,843101,112,10,216
2051,Super Hospital,Bihar,Vaishali,843102,112,10,216
2052,Mehta Seva Sadan,Bihar,Muzaffarpur,843109,112,10,216
2053,Kabirayatan Eye Hospital and Research Institute,Bihar,Nalanda,801301,112,10,229
2054,Sharda Laxmi Surgery Centre,Bihar,Nalanda,801301,112,10,229
2055,Dr. B.R. Ambedkar Hospital and Research Centre,Bihar,Nalanda,801302,112,10,229
2056,Jivan Jyoti Nursing Home,Bihar,Nalanda,801302,112,10,229
2057,Sandali Hospital Pvt. Ltd.,Bihar,Nalanda,801302,112,10,229
2058,Gokul Pariwar and Shishu Swasthya Kendra,Bihar,Nalanda,801304,112,10,229
2059,Nath Nursing Home,Bihar,Nalanda,801304,112,10,229
2060,Shiv Nursing Home,Bihar,Nalanda,801304,112,10,229
2061,Aastha Hospital,Bihar,Nalanda,803101,112,10,229
2062,Apollo Surgical Center,Bihar,Nalanda,803101,112,10,229
2063,Ashirbad Sewa Sanstha,Bihar,Nalanda,803101,112,10,229
2064,Bihar Clinic,Bihar,Nalanda,803101,112,10,229
2065,Delhi Hospital,Bihar,Nalanda,803101,112,10,229
2066,Dr Ashwani Ent Hospital,Bihar,Nalanda,803101,112,10,229
2067,Dr. Maj.Sanjay Kumar,Bihar,Nalanda,803101,112,10,229
2068,Harihar Hospital,Bihar,Nalanda,803101,112,10,229
2069,Jahnavi Eye Care and Research Center,Bihar,Nalanda,803101,112,10,229
2070,Janani Clinic,Bihar,Nalanda,803101,112,10,229
2071,Janki Aarogyam,Bihar,Nalanda,803101,112,10,229
2072,Jaya Nursing Home,Bihar,Nalanda,803101,112,10,229
2073,Jeevan Jyoti Hospital,Bihar,Nalanda,803101,112,10,229
2074,Khushboo Hospital,Bihar,Nalanda,803101,112,10,229
2075,Kisan Nursing Home and Hospital Pvt Ltd,Bihar,Nalanda,803101,112,10,229
2076,Mamta Mother and Child Hospital(P)Ltd.,Bihar,Nalanda,803101,112,10,229
2077,Nalanda Netralaya and Maternity Home Pvt. Ltd.,Bihar,Nalanda,803101,112,10,229
